word,pronunciation,translation,part_of_speech,country,level,audio_url
heaven,/hɛvn/,небеса,noun,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/heaven-uk.mp3
heavily,/ˈhɛvɪli/,тяжело,adverb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/heavily-us.mp3
heavy,/ˈhe.vi/,тяжелый,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/heavy-1-au.mp3
heel,/hiːl/,каблук,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/heel-us.mp3
height,/haɪt/,высота,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/height-us.mp3
helicopter,/ˈheliˌkɔptə(ɹ)/,вертолет,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/helicopter-au.mp3
hell,,ад,noun,both,B2,
hello,/həˈləʊ/,привет,exclam n,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hello-au.mp3
help,/hɛlp/,помощь,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/help-us.mp3
help,/hɛlp/,помощь,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/help-us.mp3
helpful,/ˈhɛlp.fəl/,полезный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/helpful-us.mp3
her,/ə(ɹ)/,ее,pronoun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/her-us.mp3
her,/ə(ɹ)/,ее,determiner,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/her-us.mp3
here,/hiːɹ/,здесь,adverb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/here-uk.mp3
hero,/ˈhɛɹ.oʊ/,герой,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hero-us.mp3
hers,/əz/,ее,pronoun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hers-us.mp3
herself,/hɜːˈsɛlf/,себя,pronoun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/herself-us.mp3
hesitate,/ˈhɛzɪteɪt/,сомневаться,verb,both,B2,
hey,/heɪ/,привет,exclamation,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hey-au.mp3
hi,/haɪ/,привет,exclamation,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hi-1-uk.mp3
hide,/haɪd/,скрывать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hide-us.mp3
high,/haɪ/,высокий,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/high-uk.mp3
high,/haɪ/,высокий,adverb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/high-uk.mp3
high,/haɪ/,высокий,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/high-uk.mp3
highlight,/ˈhaɪ.ˌlaɪt/,выделять,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/highlight-us.mp3
highlight,/ˈhaɪ.ˌlaɪt/,выделять,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/highlight-us.mp3
highly,/ˈhaɪli/,высоко,adverb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/highly-us.mp3
highway,/ˈhaɪweɪ/,шоссе,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/highway-us.mp3
hill,/hɪl/,холм,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hill-us.mp3
him,/əm/,ему,pronoun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/him-us.mp3
himself,/hɪmˈsɛlf/,сам,pronoun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/himself-uk.mp3
hire,/haɪə/,нанимать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hire-us.mp3
hire,/haɪə/,нанимать,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hire-us.mp3
his,/ˈhɪz/,его,determiner,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/his-1-us.mp3
his,/ˈhɪz/,его,pronoun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/his-1-us.mp3
historic,/(h)ɪˈstɒɹɪk/,исторический,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/historic-us.mp3
historical,/hɪˈstɒɹɪkəl/,исторический,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/historical-us.mp3
history,/ˈhɪst(ə)ɹi/,история,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/history-uk.mp3
hit,/hɪt/,ударять,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hit-us.mp3
hit,/hɪt/,ударять,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hit-us.mp3
hobby,/ˈhɒ.bi/,хобби,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hobby-uk.mp3
hockey,/ˈhɒki/,хоккей,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hockey-1-us.mp3
hold,/həʊld/,держать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hold-us.mp3
hold,/həʊld/,держать,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hold-us.mp3
hole,/həʊl/,дыра,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hole-au.mp3
holiday,/ˈhɒlɪdeɪ/,праздничный день,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/holiday-us.mp3
hollow,/ˈhɒl.əʊ/,пустой,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hollow-us.mp3
holy,/ˈhəʊli/,святой,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/holy-us.mp3
home,/(h)əʊm/,дом,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/home-us.mp3
home,/(h)əʊm/,дом,adverb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/home-us.mp3
home,/(h)əʊm/,дом,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/home-us.mp3
homework,/ˈhəʊmˌwɜːk/,домашнее задание,noun,both,A1,
honest,/ˈɒnɪst/,честный,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/honest-us.mp3
honor,/ˈɒn.ə/,честь,noun,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/honor-us.mp3
honor,/ˈɒn.ə/,честь,verb,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/honor-us.mp3
hope,/həʊp/,надеяться,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hope-us.mp3
hope,/həʊp/,надеяться,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/hope-us.mp3
horrible,/ˈhɑɹɪbəl/,ужасный,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/horrible-us.mp3
horror,/ˈhɔɹɚ/,ужас,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/horror-us.mp3
horse,/hɔːs/,лошадь,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/horse-us.mp3
hospital,/ˈhɒs.pɪ.tl̩/,больница,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hospital-uk.mp3
host,/həʊst/,хозяин,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/host-us.mp3
host,/həʊst/,хозяин,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/host-us.mp3
hot,/hɒt/,горячий,adjective,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hot-uk.mp3
hotel,/(h)əʊˈtɛl/,отель,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hotel-us.mp3
hour,/ˈaʊɚ/,час,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/hour-uk.mp3
house,/hʌʊs/,дом,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/house-1-ca.mp3
house,/hʌʊs/,дом,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/house-1-ca.mp3
household,/ˈhaʊshəʊld/,семья,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/household-us.mp3
housing,/ˈhaʊzɪŋ/,жилье,noun,both,B2,
how,/hæŏ/,как,adverb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/how-uk.mp3
however,/hɑʊˈɛvə/,однако,adverb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/however-us.mp3
huge,[hʊudʒ],огромный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/huge-us.mp3
human,/ˈhjuː.mən/,человек,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/human-us.mp3
human,/ˈhjuː.mən/,человек,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/human-us.mp3
humor,/hjuː.mə(ɹ)/,юмор,noun,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/humor-us.mp3
hurry,/ˈhʌ.ɹi/,торопиться,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/hurry-uk.mp3
hurry,/ˈhʌ.ɹi/,торопиться,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/hurry-uk.mp3
hurt,/hɜːt/,повредить,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hurt-us.mp3
hurt,/hɜːt/,повредить,adjective,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hurt-us.mp3
hurt,/hɜːt/,повредить,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/hurt-us.mp3
husband,/ˈhʌz.bənd/,муж,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/husband-uk.mp3
I,,я,pronoun,US,A1,https://api.dictionaryapi.dev/media/pronunciations/en/i-1-us.mp3
ice,[ʌɪs],лед,noun,US,A1,https://api.dictionaryapi.dev/media/pronunciations/en/ice-us.mp3
ice cream,/ˌaɪsˈkɹiːm/,мороженое,noun,US,A1,
idea,/ɑeˈdiə̯/,идея,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/idea-us.mp3
ideal,/aɪˈdiː.əl/,идеальный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/ideal-us.mp3
ideal,/aɪˈdiː.əl/,идеальный,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/ideal-us.mp3
identify,/aɪˈdɛn.tɪ.faɪ/,идентифицировать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/identify-us.mp3
identity,/aɪˈdɛntəti/,личность,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/identity-au.mp3
if,/ɪf/,если,conjunction,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/if-us.mp3
ignore,/ɪɡˈnɔː/,игнорировать,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/ignore-us.mp3
ill,/ɪl/,больной,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/ill-us.mp3
illegal,/ɪˈliːɡəl/,незаконный,adjective,both,B1,
illness,/ˈɪl.nəs/,болезнь,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/illness-uk.mp3
illustrate,/ɪ.ˈlʌs.tɹeɪt/,иллюстрировать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/illustrate-uk.mp3
illustration,/ˌɪləˈstɹeɪʃən/,иллюстрация,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/illustration-uk.mp3
image,/ˈɪmɪd͡ʒ/,изображение,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/image-us.mp3
imaginary,/ɪˈmædʒɪn(ə)ɹi/,воображаемый,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/imaginary-us.mp3
imagination,/ɪˌmædʒəˈneɪʃən/,воображение,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/imagination-us.mp3
imagine,/ɪˈmædʒ.ɪn/,представлять себе,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/imagine-us.mp3
immediate,/ɪˈmiːdɪət/,немедленный,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/immediate-us.mp3
immediately,/əˈmiːdi.ətli/,немедленно,adverb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/immediately-us.mp3
immigrant,/ˈɪmɪɡɹənt/,иммигрант,noun,both,B1,
impact,,влияние,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/impact-uk.mp3
impact,,влияние,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/impact-uk.mp3
impatient,/ɪmˈpeɪʃənt/,нетерпеливый,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/impatient-us.mp3
imply,/ɪmˈplaɪ/,подразумевать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/imply-us.mp3
import,/ˈɪm.pɔːt/,импортировать,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/import-uk.mp3
import,/ˈɪm.pɔːt/,импортировать,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/import-uk.mp3
importance,/ɪmˈpɔːtəns/,важность,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/importance-us.mp3
important,/ɪmˈpɔːtənt/,важный,adjective,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/important-us.mp3
impose,/ɪmˈpəʊz/,навязывать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/impose-us.mp3
impossible,/ɪmˈpɒs.ə.bəl/,невозможный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/impossible-us.mp3
impress,/ˈɪmpɹɛs/,произвести впечатление,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/impress-us-noun.mp3
impressed,/ɪmˈpɹɛst/,впечатленный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/impressed-us.mp3
impression,/ɪmˈpɹɛʃən/,впечатление,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/impression-us.mp3
impressive,/ɪmˈpɹɛsɪv/,впечатляющий,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/impressive-us.mp3
improve,/ɪmˈpɹuːv/,улучшать,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/improve-us.mp3
improvement,/ɪmˈpɹuːvmənt/,улучшение,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/improvement-us.mp3
in,/ɪn/,в,preposition,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/in-au-stressed.mp3
in,/ɪn/,в,adverb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/in-au-stressed.mp3
inch,/ɪntʃ/,дюйм,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/inch-us.mp3
incident,/ˈɪn.sɪ.dənt/,инцидент,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/incident-us.mp3
include,/ɪnˈkluːd/,включать,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/include-us.mp3
included,/ɪnˈkluːdɪd/,включено,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/included-us.mp3
including,/ɪnˈkluːdɪŋ/,включая,preposition,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/including-us.mp3
income,/ˈɪnˌkʌm/,доход,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/income-us.mp3
increase,,увеличивать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/increase-us.mp3
increase,,увеличивать,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/increase-us.mp3
increasingly,,все больше,adverb,both,B2,
incredible,/ɪŋˈkɹɛdɪbəl/,невероятный,adjective,both,A2,
incredibly,/ɪŋˈkɹɛdɪbli/,невероятно,adverb,both,B1,
indeed,/ɪnˈdiːd/,действительно,adverb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/indeed-us.mp3
independent,/ɪndɪˈpɛndənt/,независимый,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/independent-us.mp3
indicate,/ˈɪndɪkeɪt/,указывать,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/indicate-us.mp3
indirect,/ˌɪndaɪˈɹɛkt/,косвенный,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/indirect-uk.mp3
individual,/ˌɘndɘˈvɘd͡ʒɘl/,индивидуальный,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/individual-us.mp3
individual,/ˌɘndɘˈvɘd͡ʒɘl/,индивидуальный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/individual-us.mp3
indoor,/ˈɪndɔː/,крытый,adjective,both,B1,
indoors,/ɪnˈdɔːz/,в помещении,adverb,both,B1,
industrial,/ɪnˈdʌstɹɪəl/,промышленный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/industrial-us.mp3
industry,/ˈɪndəstɹi/,промышленность,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/industry-uk.mp3
infection,/ɪnˈfɛkʃən/,инфекция,noun,both,B2,
influence,/ˈɪn.flu.əns/,влияние,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/influence-us.mp3
influence,/ˈɪn.flu.əns/,влияние,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/influence-us.mp3
inform,/ɪnˈfɔːm/,информировать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/inform-us.mp3
informal,/ɪnˈfɔːm(ə)l/,неофициальный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/informal-us.mp3
information,/ˌɪnfəˈmeɪʃən/,информация,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/information-us.mp3
ingredient,/ɪnˈɡɹiːdi.ənt/,ингредиент,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/ingredient-uk.mp3
inner,/ˈɪnə/,внутренний,adjective,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/inner-au.mp3
innocent,/ˈɪnəsn̩t/,невиновный,adjective,US,B1,https://api.dictionaryapi.dev/media/pronunciations/en/innocent-us.mp3
inquiry,/ɪnˈkwaɪəɹi/,расследование,noun,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/inquiry-us.mp3
insect,/ˈɪnsɛkt/,насекомое,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/insect-us.mp3
inside,/ɪnˈsaɪd/,внутри,preposition,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/inside-us.mp3
inside,/ɪnˈsaɪd/,внутри,adverb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/inside-us.mp3
inside,/ɪnˈsaɪd/,внутри,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/inside-us.mp3
inside,/ɪnˈsaɪd/,внутри,adjective,US,A2,https://api.dictionaryapi.dev/media/pronunciations/en/inside-us.mp3
insight,/ˈɪnsaɪt/,понимание,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/insight-us.mp3
insist,/ɪnˈsɪst/,настаивать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/insist-us.mp3
inspire,/ɪn.ˈspaɪə(ɹ)/,вдохновлять,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/inspire-uk.mp3
install,/ɪnˈstɔːl/,установить,verb,both,B2,
instance,/ˈɪnstəns/,пример,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/instance-us.mp3
instead,/ɪnˈstɛd/,вместо,adverb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/instead-us.mp3
institute,/ˈɪnstɪt(j)uːt/,институт,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/institute-us.mp3
institution,/ˌɪnstɪˈtjuːʃən/,учреждение,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/institution-us.mp3
instruction,/ɪnˈstɹʌkʃən/,инструкция,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/instruction-us.mp3
instructor,,инструктор,noun,both,A2,
instrument,/ˈɪnstɹəmənt/,инструмент,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/instrument-us.mp3
insurance,/ɪn.ˈʃɔː.ɹəns/,страхование,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/insurance-us.mp3
intelligence,/ɪnˈtɛl.ɪ.d͡ʒəns/,интеллект,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/intelligence-us.mp3
intelligent,/ɪnˈtɛlɪd͡ʒənt/,разумный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/intelligent-us.mp3
intend,/ɪnˈtɛnd/,намереваться,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/intend-us.mp3
intended,/ɪnˈtɛndɪd/,намеревался,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/intended-us.mp3
intense,/ɪnˈtɛns/,интенсивный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/intense-us.mp3
intention,/ɪnˈtɛnʃən/,намерение,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/intention-us.mp3
interest,/ˈɪntəɹɪst/,интерес,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interest-us.mp3
interest,/ˈɪntəɹɪst/,интерес,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interest-us.mp3
interested,/ˈɪntəɹɛstəd/,заинтересованный,adjective,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interested-us.mp3
interesting,/ˈɪnt(ə)ɹɛstɪŋ/,интересный,adjective,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interesting-us.mp3
internal,/ɪnˈtɝnəl/,внутренний,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/internal-us.mp3
international,/ˌɪntəˈnæʃ(ə)n(ə)l/,международный,adjective,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/international-us.mp3
internet,/ˈɪntəˌnɛt/,Интернет,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/internet-us.mp3
interpret,/ɪnˈtɜː.pɹɪt/,интерпретировать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/interpret-us.mp3
interrupt,/ˌɪntəˈɹʌpt/,прерывать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/interrupt-us-verb.mp3
interview,/ˈɪntəvjuː/,интервью,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interview-us.mp3
interview,/ˈɪntəvjuː/,интервью,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/interview-us.mp3
into,/ˈɪn.tuː/,в,preposition,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/into-us.mp3
introduce,/ˌɪntɹəˈdjuːs/,представлять,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/introduce-us.mp3
introduction,/ˌɪntɹəˈdʌkʃən/,введение,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/introduction-us.mp3
invent,/ɪnˈvɛnt/,изобретать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/invent-us.mp3
invention,/ɪnˈvɛnʃən/,изобретение,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/invention-us.mp3
invest,/ɪnˈvɛst/,инвестировать,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/invest-uk.mp3
investigate,[ɪn.ˈves.tɪ.ɡeɪ̯t],расследовать,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/investigate-us.mp3
investigation,/ɪnˌvɛstəˈɡeɪʃən/,расследование,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/investigation-us.mp3
investment,/ɪnˈvɛsmənt/,инвестиции,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/investment-us.mp3
invitation,/ɪn.vɪˈteɪ.ʃn̩/,приглашение,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/invitation-us.mp3
invite,/ɪnˈvaɪt/,приглашать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/invite-1-uk.mp3
involve,/ɪnˈvɒlv/,вовлекать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/involve-uk.mp3
involved,/ɪnˈvɒlvd/,вовлеченный,adjective,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/involved-us.mp3
iron,/ˈaɪən/,железо,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/iron-us.mp3
iron,/ˈaɪən/,железо,verb,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/iron-us.mp3
island,/ˈaɪ̯lənd/,остров,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/island-uk.mp3
issue,/ˈɪsjuː/,проблема,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/issue-uk.mp3
issue,/ˈɪsjuː/,проблема,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/issue-uk.mp3
IT,/ɪt/,ЭТО,noun,both,B1,https://api.dictionaryapi.dev/media/pronunciations/en/it-uk-stressed.mp3
it,/ɪt/,это,pronoun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/it-uk-stressed.mp3
item,[ˈaɪ̯ɾm̩],элемент,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/item-us.mp3
its,/ɪts/,его,determiner,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/its-us.ogg
itself,/ɪtˈsɛlf/,сам,pronoun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/itself-us.mp3
jacket,/ˈd͡ʒæk.ɪt/,куртка,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/jacket-us.mp3
jam,/ˈdʒæːm/,варенье,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/jam-uk.mp3
January,,январь,noun,both,A1,
jazz,/d͡ʒæz/,джаз,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/jazz-au.mp3
jeans,/d͡ʒiːnz/,джинсы,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/jeans-uk.mp3
jewelry,,ювелирные изделия,noun,US,A2,
job,/d͡ʒɒb/,работа,noun,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/job-uk.mp3
join,/ˈdʒɔɪn/,присоединиться,verb,both,A1,https://api.dictionaryapi.dev/media/pronunciations/en/join-us.mp3
joke,/dʒəʊk/,шутить,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/joke-us.mp3
joke,/dʒəʊk/,шутить,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/joke-us.mp3
journal,/ˈd͡ʒɜːnəl/,журнал,noun,both,B1,
journalist,/ˈdʒɜːnəlɪst/,журналист,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/journalist-uk.mp3
jump,/dʒʌmp/,прыгать,verb,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/jump-us.mp3
jump,/dʒʌmp/,прыгать,noun,both,A2,https://api.dictionaryapi.dev/media/pronunciations/en/jump-us.mp3
June,,Июнь,noun,both,A1,
junior,/ˈdʒuːnɪə/,,adjective,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/junior-uk.mp3
just,/d͡ʒʌst/,только,adverb,US,A1,https://api.dictionaryapi.dev/media/pronunciations/en/just-us.mp3
justice,/ˈdʒʌs.tɪs/,справедливость,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/justice-us.mp3
justify,/ˈdʒʌstɪfaɪ/,оправдывать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/justify-us.mp3
